"","rt","story","blocknum","name","gender","trialnum","qnum","time","qtype","response","workerid","language","languageFree","age","ethnicity","education","studyQuestionGuess","comments","minutes"
"1064",4663,"painting",6,"Travis","male",47,4,1295330,"probability","0.59",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1065",4663,"painting",6,"Travis","male",47,4,1295330,"ungrammatical","FALSE",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1066",5806,"painting",6,"Scott","male",48,5,1301140,"probability","0.69",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1067",5806,"painting",6,"Scott","male",48,5,1301140,"ungrammatical","FALSE",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1068",14509,"fitness",7,"Gabrielle","male",50,0,1315654,"probability","0.51",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1069",14509,"fitness",7,"Gabrielle","male",50,0,1315654,"ungrammatical",NA,11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1070",19198,"fitness",7,"Corey","male",51,1,1334855,"explanation","His body is different.",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1071",3630,"fitness",7,"Corey","male",52,2,1338491,"probability","0.35",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1072",3630,"fitness",7,"Corey","male",52,2,1338491,"ungrammatical",NA,11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1073",4435,"fitness",7,"Charles","male",53,3,1342932,"probability","0.56",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1074",4435,"fitness",7,"Charles","male",53,3,1342932,"ungrammatical","FALSE",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1075",4190,"fitness",7,"Daniel","male",54,4,1347127,"probability","0.62",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1076",4190,"fitness",7,"Daniel","male",54,4,1347127,"ungrammatical","FALSE",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1077",2685,"fitness",7,"Justin","male",55,5,1349817,"probability","0.74",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1078",2685,"fitness",7,"Justin","male",55,5,1349817,"ungrammatical","FALSE",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1079",8090,"Japan",8,"Vanessa","male",57,0,1357912,"probability","0.42",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1080",8090,"Japan",8,"Vanessa","male",57,0,1357912,"ungrammatical",NA,11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1081",22611,"Japan",8,"Joseph","male",58,1,1380525,"explanation","He's in the wrong part of town.",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1082",4548,"Japan",8,"Joseph","male",59,2,1385083,"probability","0.51",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1083",4548,"Japan",8,"Joseph","male",59,2,1385083,"ungrammatical",NA,11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1084",4498,"Japan",8,"Miranda","male",60,3,1389586,"probability","0.63",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1085",4498,"Japan",8,"Miranda","male",60,3,1389586,"ungrammatical","FALSE",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1086",2118,"Japan",8,"Chelsea","male",61,4,1391708,"probability","0.75",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1087",2118,"Japan",8,"Chelsea","male",61,4,1391708,"ungrammatical","FALSE",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1088",3035,"Japan",8,"Savannah","male",62,5,1394748,"probability","0.67",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1089",3035,"Japan",8,"Savannah","male",62,5,1394748,"ungrammatical","FALSE",11,"eng","","25","Mixed Race (White & Black)","1","How people understand sentences.","It was interesting.",24.0996
"1090",10975,"cooking",0,"Andrew","female",1,0,16127,"probability","0.78",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1091",10975,"cooking",0,"Andrew","female",1,0,16127,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1092",11364,"cooking",0,"Greg","female",2,1,27503,"explanation","he was too focused on socializing",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1093",3536,"cooking",0,"Greg","female",3,2,31098,"probability","0.79",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1094",3536,"cooking",0,"Greg","female",3,2,31098,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1095",10989,"cooking",0,"Brandon","female",4,3,42103,"probability","0.62",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1096",10989,"cooking",0,"Brandon","female",4,3,42103,"ungrammatical","TRUE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1097",14627,"cooking",0,"Cassandra","female",5,4,56745,"probability","0.47",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1098",14627,"cooking",0,"Cassandra","female",5,4,56745,"ungrammatical","TRUE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1099",7552,"cooking",0,"Victoria","female",6,5,64313,"probability","0.84",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1100",7552,"cooking",0,"Victoria","female",6,5,64313,"ungrammatical","TRUE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1101",4367,"painting",1,"Jared","female",8,0,68698,"probability","0.9",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1102",4367,"painting",1,"Jared","female",8,0,68698,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1103",14657,"painting",1,"Elizabeth","female",9,1,83363,"explanation","she was worried about getting paint on her clothes",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1104",3599,"painting",1,"Elizabeth","female",10,2,86982,"probability","0.35",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1105",3599,"painting",1,"Elizabeth","female",10,2,86982,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1106",20054,"painting",1,"Derek","female",11,3,107054,"probability","0.72",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1107",20054,"painting",1,"Derek","female",11,3,107054,"ungrammatical","TRUE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1108",6098,"painting",1,"Joseph","female",12,4,113169,"probability","0.59",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1109",6098,"painting",1,"Joseph","female",12,4,113169,"ungrammatical","TRUE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1110",41484,"painting",1,"Patrick","female",13,5,154664,"probability","0.5",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1111",41484,"painting",1,"Patrick","female",13,5,154664,"ungrammatical","TRUE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1112",6657,"insomnia",2,"Jasmine","female",15,0,161340,"probability","0.61",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1113",6657,"insomnia",2,"Jasmine","female",15,0,161340,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1114",28504,"insomnia",2,"David","female",16,1,189852,"explanation","he focuses easily",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1115",2482,"insomnia",2,"David","female",17,2,192355,"probability","0.4",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1116",2482,"insomnia",2,"David","female",17,2,192355,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1117",6978,"insomnia",2,"Alexis","female",18,3,199345,"probability","0.47",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1118",6978,"insomnia",2,"Alexis","female",18,3,199345,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1119",3339,"insomnia",2,"Ethan","female",19,4,202701,"probability","0.64",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1120",3339,"insomnia",2,"Ethan","female",19,4,202701,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1121",5200,"insomnia",2,"Gabrielle","female",20,5,207917,"probability","0.57",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1122",5200,"insomnia",2,"Gabrielle","female",20,5,207917,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1123",21902,"reading",3,"Charles","female",22,0,229838,"probability","0.77",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1124",21902,"reading",3,"Charles","female",22,0,229838,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1125",14698,"reading",3,"Connor","female",23,1,244544,"explanation","his vocabulary is already quite high",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1126",2030,"reading",3,"Connor","female",24,2,246593,"probability","0.66",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1127",2030,"reading",3,"Connor","female",24,2,246593,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1128",5414,"reading",3,"Lauren","female",25,3,252022,"probability","0.69",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1129",5414,"reading",3,"Lauren","female",25,3,252022,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1130",3739,"reading",3,"Emily","female",26,4,255775,"probability","0.78",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1131",3739,"reading",3,"Emily","female",26,4,255775,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1132",2584,"reading",3,"Amanda","female",27,5,258370,"probability","0.8",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1133",2584,"reading",3,"Amanda","female",27,5,258370,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1134",3465,"beach",4,"Christina","female",29,0,261856,"probability","0.6",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1135",3465,"beach",4,"Christina","female",29,0,261856,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1136",6905,"beach",4,"Kim","female",30,1,268767,"explanation","she used sunscreen",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1137",1803,"beach",4,"Kim","female",31,2,270590,"probability","0.68",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1138",1803,"beach",4,"Kim","female",31,2,270590,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1139",3726,"beach",4,"Allison","female",32,3,274328,"probability","0.63",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1140",3726,"beach",4,"Allison","female",32,3,274328,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1141",2215,"beach",4,"Nathan","female",33,4,276560,"probability","0.7",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1142",2215,"beach",4,"Nathan","female",33,4,276560,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1143",2477,"beach",4,"Steven","female",34,5,279048,"probability","0.72",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1144",2477,"beach",4,"Steven","female",34,5,279048,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1145",2868,"Japan",5,"Samuel","female",36,0,281930,"probability","0.92",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1146",2868,"Japan",5,"Samuel","female",36,0,281930,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1147",11411,"Japan",5,"Jacqueline","female",37,1,293349,"explanation","only went to business meetings",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1148",3439,"Japan",5,"Jacqueline","female",38,2,296811,"probability","0.87",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1149",3439,"Japan",5,"Jacqueline","female",38,2,296811,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1150",2649,"Japan",5,"Julia","female",39,3,299473,"probability","0.81",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1151",2649,"Japan",5,"Julia","female",39,3,299473,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1152",2652,"Japan",5,"Shannon","female",40,4,302135,"probability","0.87",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1153",2652,"Japan",5,"Shannon","female",40,4,302135,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1154",2406,"Japan",5,"Michelle","female",41,5,304557,"probability","0.82",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1155",2406,"Japan",5,"Michelle","female",41,5,304557,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1156",2713,"coffee",6,"Sean","female",43,0,307285,"probability","0.7",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1157",2713,"coffee",6,"Sean","female",43,0,307285,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1158",9647,"coffee",6,"Will","female",44,1,316937,"explanation","he drank it early in the day",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1159",1733,"coffee",6,"Will","female",45,2,318687,"probability","0.68",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1160",1733,"coffee",6,"Will","female",45,2,318687,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1161",2893,"coffee",6,"Erica","female",46,3,321593,"probability","0.77",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1162",2893,"coffee",6,"Erica","female",46,3,321593,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1163",1710,"coffee",6,"Scott","female",47,4,323317,"probability","0.74",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1164",1710,"coffee",6,"Scott","female",47,4,323317,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1165",3042,"coffee",6,"Amber","female",48,5,326376,"probability","0.76",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1166",3042,"coffee",6,"Amber","female",48,5,326376,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1167",2784,"guitar",7,"Katherine","female",50,0,329175,"probability","0.61",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1168",2784,"guitar",7,"Katherine","female",50,0,329175,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1169",8668,"guitar",7,"Brian","female",51,1,337848,"explanation","he used lots of lotion",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1170",2631,"guitar",7,"Brian","female",52,2,340498,"probability","0.59",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1171",2631,"guitar",7,"Brian","female",52,2,340498,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1172",4218,"guitar",7,"Luis","female",53,3,344729,"probability","0.6",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1173",4218,"guitar",7,"Luis","female",53,3,344729,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1174",2454,"guitar",7,"Morgan","female",54,4,347201,"probability","0.66",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1175",2454,"guitar",7,"Morgan","female",54,4,347201,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1176",1838,"guitar",7,"Sarah","female",55,5,349050,"probability","0.74",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1177",1838,"guitar",7,"Sarah","female",55,5,349050,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1178",2658,"fitness",8,"Tyler","female",57,0,351719,"probability","0.78",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1179",2658,"fitness",8,"Tyler","female",57,0,351719,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1180",31617,"fitness",8,"Courtney","female",58,1,383348,"explanation","she gained muscle",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1181",2388,"fitness",8,"Courtney","female",59,2,385755,"probability","0.81",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1182",2388,"fitness",8,"Courtney","female",59,2,385755,"ungrammatical",NA,12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1183",3797,"fitness",8,"Michael","female",60,3,389565,"probability","0.68",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1184",3797,"fitness",8,"Michael","female",60,3,389565,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1185",3040,"fitness",8,"Alexandra","female",61,4,392622,"probability","0.77",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1186",3040,"fitness",8,"Alexandra","female",61,4,392622,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1187",2056,"fitness",8,"Jenna","female",62,5,394690,"probability","0.81",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1188",2056,"fitness",8,"Jenna","female",62,5,394690,"ungrammatical","FALSE",12,"eng+other","Greek","27","white","4","I don't know.","No, I don't.",7.08878333333333
"1189",18992,"beach",0,"Allison","male",1,0,28495,"probability","1",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1190",18992,"beach",0,"Allison","male",1,0,28495,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
"1191",27111,"beach",0,"Katie","male",2,1,55609,"explanation","because she was under a shade",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1192",7151,"beach",0,"Katie","male",3,2,62769,"probability","0.99",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1193",7151,"beach",0,"Katie","male",3,2,62769,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
"1194",30336,"beach",0,"Andrew","male",4,3,93110,"probability","1",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1195",30336,"beach",0,"Andrew","male",4,3,93110,"ungrammatical","TRUE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1196",12672,"beach",0,"Luis","male",5,4,105787,"probability","0.99",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1197",12672,"beach",0,"Luis","male",5,4,105787,"ungrammatical","TRUE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1198",35536,"beach",0,"Anna","male",6,5,141328,"probability","0.98",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1199",35536,"beach",0,"Anna","male",6,5,141328,"ungrammatical","TRUE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1200",12029,"coffee",1,"Connor","male",8,0,153372,"probability","0.99",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1201",12029,"coffee",1,"Connor","male",8,0,153372,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
"1202",149197,"coffee",1,"Cameron","male",9,1,302571,"explanation","he is awake for more than 48 hours",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1203",5094,"coffee",1,"Cameron","male",10,2,307672,"probability","0.99",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1204",5094,"coffee",1,"Cameron","male",10,2,307672,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
"1205",43339,"coffee",1,"Rebecca","male",11,3,351015,"probability","0.48",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1206",43339,"coffee",1,"Rebecca","male",11,3,351015,"ungrammatical","FALSE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1207",17836,"coffee",1,"Brian","male",12,4,368864,"probability","0.99",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1208",17836,"coffee",1,"Brian","male",12,4,368864,"ungrammatical","FALSE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1209",5976,"coffee",1,"Alexander","male",13,5,374844,"probability","0.02",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1210",5976,"coffee",1,"Alexander","male",13,5,374844,"ungrammatical","FALSE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1211",6836,"fitness",2,"Dustin","male",15,0,381686,"probability","0.99",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1212",6836,"fitness",2,"Dustin","male",15,0,381686,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
"1213",44349,"fitness",2,"Gabriel","male",16,1,426037,"explanation","his calorie intake is too high",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1214",49798,"fitness",2,"Gabriel","male",17,2,475841,"probability","0.98",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1215",49798,"fitness",2,"Gabriel","male",17,2,475841,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
"1216",9163,"fitness",2,"Michelle","male",18,3,485009,"probability","0.51",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1217",9163,"fitness",2,"Michelle","male",18,3,485009,"ungrammatical","FALSE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1218",10770,"fitness",2,"Miranda","male",19,4,495782,"probability","0.98",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1219",10770,"fitness",2,"Miranda","male",19,4,495782,"ungrammatical","FALSE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1220",4353,"fitness",2,"Anthony","male",20,5,500139,"probability","0.01",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1221",4353,"fitness",2,"Anthony","male",20,5,500139,"ungrammatical","FALSE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1222",6662,"Japan",3,"Maria","male",22,0,506805,"probability","0.98",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1223",6662,"Japan",3,"Maria","male",22,0,506805,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
"1224",67536,"Japan",3,"Corey","male",23,1,574343,"explanation","he was wearing earplugs the whole time",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1225",4056,"Japan",3,"Corey","male",24,2,578403,"probability","0.99",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1226",4056,"Japan",3,"Corey","male",24,2,578403,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
"1227",4818,"Japan",3,"Jennifer","male",25,3,583224,"probability","0.51",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1228",4818,"Japan",3,"Jennifer","male",25,3,583224,"ungrammatical","FALSE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1229",12642,"Japan",3,"Erin","male",26,4,595870,"probability","0.97",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1230",12642,"Japan",3,"Erin","male",26,4,595870,"ungrammatical","FALSE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1231",7342,"Japan",3,"Chelsea","male",27,5,603215,"probability","0.98",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1232",7342,"Japan",3,"Chelsea","male",27,5,603215,"ungrammatical","TRUE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1233",11680,"reading",4,"Robert","male",29,0,614901,"probability","0.99",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1234",11680,"reading",4,"Robert","male",29,0,614901,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
"1235",24169,"reading",4,"Brittany","male",30,1,639071,"explanation","she was resting her eyes every so often",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1236",2657,"reading",4,"Brittany","male",31,2,641731,"probability","0.98",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1237",2657,"reading",4,"Brittany","male",31,2,641731,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
"1238",8317,"reading",4,"Lindsey","male",32,3,650052,"probability","0.98",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1239",8317,"reading",4,"Lindsey","male",32,3,650052,"ungrammatical","FALSE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1240",6684,"reading",4,"Carlos","male",33,4,656741,"probability","0.99",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1241",6684,"reading",4,"Carlos","male",33,4,656741,"ungrammatical","FALSE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1242",9667,"reading",4,"Samantha","male",34,5,666412,"probability","0.98",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1243",9667,"reading",4,"Samantha","male",34,5,666412,"ungrammatical","FALSE",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1244",3049,"cooking",5,"Matthew","male",36,0,669465,"probability","0.97",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1245",3049,"cooking",5,"Matthew","male",36,0,669465,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
"1246",25374,"cooking",5,"Kristen","male",37,1,694841,"explanation","she got in a private group",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1247",3184,"cooking",5,"Kristen","male",38,2,698029,"probability","0.99",13,"eng","","27","asian","4","no idea","",13.9087333333333
"1248",3184,"cooking",5,"Kristen","male",38,2,698029,"ungrammatical",NA,13,"eng","","27","asian","4","no idea","",13.9087333333333
